,subject,trial,temperature,likert_score,evaluation_prompt,sentence,dataset
10125,16,410,1,4,5,This life is nothing short of an invocation explosion of sentient will.,1
10126,16,411,1,3,5,Interconnectedness requires exploration.,1
10127,16,412,1,4,5,"By unfolding, we self-actualize.",1
10128,16,413,1,4,5,The cosmos is aglow with sub-atomic particles.,1
10129,16,414,1,4,5,You and I are spiritual brothers and sisters of the universe.,1
10130,16,415,1,2,5,Newborn babies require constant attention.,4
10131,16,416,1,2,5,Most people enjoy some sort of music.,4
10132,16,417,1,2,5,Lazy people usually don’t succeed in life.,4
10133,16,418,1,2,5,A balanced diet is important for maintaining good health.,4
10134,16,419,1,4,5,You and I are spiritual brothers and sisters of the universe.,1
10135,16,420,1,2,5,Newborn babies require constant attention.,4
10136,16,421,1,2,5,Most people enjoy some sort of music.,4
10137,16,422,1,2,5,Lazy people usually don’t succeed in life.,4
10138,16,423,1,2,5,A balanced diet is important for maintaining good health.,4
10139,16,424,1,2,5,Human cultures often differ from each other quite a bit.,4
10140,16,425,1,2,5,People often have very bizarre dreams.,4
10141,16,426,1,2,5,Higher rates of unemployment typically follow economic downturns.,4
10142,16,427,1,2,5,Some things have very distinct smells.,4
10143,16,428,1,1,5,Some people have poor taste in clothing.,4
10144,16,429,1,1,5,Children sometimes look a lot like their parents.,4
10145,16,430,1,4,5,"Your teacher can open the door, but you must enter by yourself.",3
10146,16,431,1,4,5,The creative adult is the child who survived. ,3
10147,16,432,1,4,5,"A river cuts through a rock, not because of its power but its persistence.",3
10148,16,433,1,4,5,All endings are also beginnings. We just don't know it at the time.,3
10149,16,434,1,4,5,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
10150,16,435,1,4,5,At the centre of your being you have the answer; you know who you are and you know what you want.,3
10151,16,436,1,4,5,A wet person does not fear the rain.,3
10152,16,437,1,4,5,Forgiveness means letting go of the hope for a better past.,3
10153,16,438,1,4,5,Only those who will risk going too far can possibly find out how far one can go.,3
10154,16,439,1,4,5,I wonder how many people I’ve looked at all my life and never seen.,3
10155,16,440,1,4,6,You and I are spiritual brothers and sisters of the universe.,1
10156,16,441,1,2,6,Newborn babies require constant attention.,4
10157,16,442,1,2,6,Most people enjoy some sort of music.,4
10158,16,443,1,2,6,Lazy people usually don’t succeed in life.,4
10159,16,444,1,2,6,A balanced diet is important for maintaining good health.,4
10160,16,445,1,3,6,Human cultures often differ from each other quite a bit.,4
10161,16,446,1,2,6,People often have very bizarre dreams.,4
10162,16,447,1,2,6,Higher rates of unemployment typically follow economic downturns.,4
10163,16,448,1,2,6,Some things have very distinct smells.,4
10164,16,449,1,2,6,Some people have poor taste in clothing.,4
10165,16,450,1,2,6,Children sometimes look a lot like their parents.,4
10166,16,451,1,4,6,"Your teacher can open the door, but you must enter by yourself.",3
10167,16,452,1,5,6,The creative adult is the child who survived. ,3
10168,16,453,1,4,6,"A river cuts through a rock, not because of its power but its persistence.",3
10169,16,454,1,4,6,All endings are also beginnings. We just don't know it at the time.,3
10170,16,455,1,5,6,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
10171,16,456,1,4,6,At the centre of your being you have the answer; you know who you are and you know what you want.,3
10172,16,457,1,4,6,A wet person does not fear the rain.,3
10173,16,458,1,4,6,Forgiveness means letting go of the hope for a better past.,3
10174,16,459,1,4,6,Only those who will risk going too far can possibly find out how far one can go.,3
10175,16,460,1,4,6,I wonder how many people I’ve looked at all my life and never seen.,3
10176,16,461,1,4,7,You and I are spiritual brothers and sisters of the universe.,1
10177,16,462,1,2,7,Newborn babies require constant attention.,4
10178,16,463,1,2,7,Most people enjoy some sort of music.,4
10179,16,464,1,2,7,Lazy people usually don’t succeed in life.,4
10180,16,465,1,2,7,A balanced diet is important for maintaining good health.,4
10181,16,466,1,2,7,Human cultures often differ from each other quite a bit.,4
10182,16,467,1,2,7,People often have very bizarre dreams.,4
10183,16,468,1,2,7,Higher rates of unemployment typically follow economic downturns.,4
10184,16,469,1,1,7,Some things have very distinct smells.,4
10185,16,470,1,2,7,Some people have poor taste in clothing.,4
10186,16,471,1,2,7,Children sometimes look a lot like their parents.,4
10187,16,472,1,4,7,"Your teacher can open the door, but you must enter by yourself.",3
10188,16,473,1,4,7,The creative adult is the child who survived. ,3
10189,16,474,1,4,7,"A river cuts through a rock, not because of its power but its persistence.",3
10190,16,475,1,4,7,All endings are also beginnings. We just don't know it at the time.,3
10191,16,476,1,4,7,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
10192,16,477,1,4,7,At the centre of your being you have the answer; you know who you are and you know what you want.,3
10193,16,478,1,3,7,A wet person does not fear the rain.,3
10194,16,479,1,4,7,Forgiveness means letting go of the hope for a better past.,3
10195,16,480,1,4,7,Only those who will risk going too far can possibly find out how far one can go.,3
10196,16,481,1,4,7,I wonder how many people I’ve looked at all my life and never seen.,3
10197,16,482,1,4,8,You and I are spiritual brothers and sisters of the universe.,1
10198,16,483,1,2,8,Newborn babies require constant attention.,4
10199,16,484,1,2,8,Most people enjoy some sort of music.,4
10200,16,485,1,2,8,Lazy people usually don’t succeed in life.,4
10201,16,486,1,2,8,A balanced diet is important for maintaining good health.,4
10202,16,487,1,2,8,Human cultures often differ from each other quite a bit.,4
10203,16,488,1,2,8,People often have very bizarre dreams.,4
10204,16,489,1,2,8,Higher rates of unemployment typically follow economic downturns.,4
10205,16,490,1,1,8,Some things have very distinct smells.,4
10206,16,491,1,1,8,Some people have poor taste in clothing.,4
10207,16,492,1,1,8,Children sometimes look a lot like their parents.,4
10208,16,493,1,4,8,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
10209,16,494,1,4,8,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
10210,16,495,1,4,8,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
10211,16,496,1,4,8,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
10212,16,497,1,4,8,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
10213,16,498,1,3,8,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
10214,16,499,1,4,8,Matter is the experience in unconsciousness of deeper non-material realities.,2
10215,16,500,1,4,8,The mind is the ground of total acceptance of bliss.,1
10216,16,501,1,3,8,Greatness drives an abundance of balance.,1
10217,16,502,1,4,8,Your desire is the foundation of spiritual brightness.,1
10218,16,503,1,4,8,Death comprehends great energy.,1
10219,16,504,1,2,8,The Higgs boson influences immortal choices.,1
10220,16,505,1,2,8,Qualia heals irrational creativity.,1
10221,16,506,1,4,8,Eternal stillness explains cosmic boundaries.,1
10222,16,507,1,3,8,Imagination is entangled in your own joy.,1
10223,16,508,1,2,8,Orderliness compliments the doorway to genes.,1
10224,16,509,1,4,8,A single particle is rooted in boundless molecules.,1
10225,16,510,1,2,8,Interdependence fears intricate observations.,1
10226,16,511,1,2,8,Your body belongs to the progressive expansion of success.,1
10227,16,512,1,3,8,Non-judgment is mirrored in karmic love.,1
10228,16,513,1,4,8,Our consciousness shapes the barrier of positivity.,1
10229,16,514,1,3,8,The ego imparts reality to the flow of photons.,1
10230,16,515,1,4,8,Consciousness consists of psionic wave oscillations of quantum energy. ,1
10231,16,516,1,4,8,"Rebirth is the nature of transformation, and of us.",1
10232,16,517,1,4,8,"Today, science tells us that the essence of nature is empathy.",1
10233,16,518,1,4,8,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
10234,16,519,1,3,8,Ecstasy is the driver of power.,1
10235,16,520,1,4,8,The grid is buzzing with superpositions of possibilities.,1
10236,16,521,1,4,8,The biosphere is beaming with electromagnetic forces.,1
10237,16,522,1,3,8,You and I are adventurers of the nexus.,1
10238,16,523,1,3,8,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
10239,16,524,1,4,8,To navigate the quest is to become one with it.,1
10240,16,525,1,4,8,This life is nothing short of an invocation explosion of sentient will.,1
10241,16,526,1,3,8,Interconnectedness requires exploration.,1
10242,16,527,1,4,8,"By unfolding, we self-actualize.",1
10243,16,528,1,4,8,The cosmos is aglow with sub-atomic particles.,1
10244,16,529,1,4,8,You and I are spiritual brothers and sisters of the universe.,1
10245,16,530,1,2,8,Newborn babies require constant attention.,4
10246,16,531,1,2,8,Most people enjoy some sort of music.,4
10247,16,532,1,2,8,Lazy people usually don’t succeed in life.,4
10248,16,533,1,2,8,A balanced diet is important for maintaining good health.,4
10249,16,534,1,2,8,Human cultures often differ from each other quite a bit.,4
10250,16,535,1,2,8,People often have very bizarre dreams.,4
10251,16,536,1,2,8,Higher rates of unemployment typically follow economic downturns.,4
10252,16,537,1,1,8,Some things have very distinct smells.,4
10253,16,538,1,1,8,Some people have poor taste in clothing.,4
10254,16,539,1,1,8,Children sometimes look a lot like their parents.,4
10255,16,540,1,4,8,"Your teacher can open the door, but you must enter by yourself.",3
10256,16,541,1,4,8,The creative adult is the child who survived. ,3
10257,16,542,1,4,8,"A river cuts through a rock, not because of its power but its persistence.",3
10258,16,543,1,4,8,All endings are also beginnings. We just don't know it at the time.,3
10259,16,544,1,4,8,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
10260,16,545,1,4,8,At the centre of your being you have the answer; you know who you are and you know what you want.,3
10261,16,546,1,4,8,A wet person does not fear the rain.,3
10262,16,547,1,4,8,Forgiveness means letting go of the hope for a better past.,3
10263,16,548,1,4,8,Only those who will risk going too far can possibly find out how far one can go.,3
10264,16,549,1,4,8,I wonder how many people I’ve looked at all my life and never seen.,3
10265,16,550,1,4,9,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
10266,16,551,1,4,9,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
10267,16,552,1,4,9,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
10268,16,553,1,4,9,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
10269,16,554,1,4,9,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
10270,16,555,1,4,9,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
10271,16,556,1,4,9,Matter is the experience in unconsciousness of deeper non-material realities.,2
10272,16,557,1,4,9,The mind is the ground of total acceptance of bliss.,1
10273,16,558,1,3,9,Greatness drives an abundance of balance.,1
10274,16,559,1,2,9,The unexplainable undertakes intrinsic experiences.,0
10275,16,560,1,4,9,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
10276,16,561,1,4,9,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
10277,16,562,1,4,9,"Consciousness is the growth of coherence, and of us.",0
10278,16,563,1,4,9,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
10279,16,564,1,4,9,"Today, science tells us that the essence of nature is joy. ",0
10280,16,565,1,4,9,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
